"PackageId","Title","Originators","yearrange","ltercore","edilink","category","pub_notes","Keywords"
"knb-lter-hbr.8.19","Hubbard Brook Experimental Forest: Chemistry of Streamwater – Monthly Fluxes, Watershed 6, 1963 - ongoing","Hubbard Brook Watershed Ecosystem Record (HBWatER).","1963 - 2022","DP; IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.8.19","Water Chemistry","2206","HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;environment;streams;flux;ecosystems;forests;watersheds;acid neutralizing capacity;aluminum;ammonium;calcium;chemistry;chloride;dissolved inorganic carbon;dissolved organic carbon;dissolved organic nitrogen;magnesium;nitrate;pH;phosphate;potassium;silica;sodium;streamflow;sulfate;total dissolved nitrogen;disturbance;fluorine;iron;hydrogen;manganese;specific conductivity;disturbance;inorganic nutrients;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.9.19","Hubbard Brook Experimental Forest: Chemistry of Streamwater – Monthly Fluxes, Watershed 7, 1965 - ongoing","Hubbard Brook Watershed Ecosystem Record (HBWatER).","1963 - 2022","DP; IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.9.19","Water Chemistry","2207","HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;environment;streams;flux;ecosystems;forests;watersheds;acid neutralizing capacity;aluminum;ammonium;calcium;chemistry;chloride;dissolved inorganic carbon;dissolved organic carbon;dissolved organic nitrogen;magnesium;nitrate;pH;phosphate;potassium;silica;sodium;streamflow;sulfate;total dissolved nitrogen;disturbance;fluorine;iron;hydrogen;manganese;specific conductivity;disturbance;inorganic nutrients;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.10.19","Hubbard Brook Experimental Forest: Chemistry of Streamwater – Monthly Fluxes, Watershed 8, 1995 - ongoing","Hubbard Brook Watershed Ecosystem Record (HBWatER).","1963 - 2022","DP; IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.10.19","Water Chemistry","2208","HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;environment;streams;flux;ecosystems;forests;watersheds;acid neutralizing capacity;aluminum;ammonium;calcium;chemistry;chloride;dissolved inorganic carbon;dissolved organic carbon;dissolved organic nitrogen;magnesium;nitrate;pH;phosphate;potassium;silica;sodium;streamflow;sulfate;total dissolved nitrogen;disturbance;fluorine;iron;hydrogen;manganese;specific conductivity;disturbance;inorganic nutrients;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.11.19","Hubbard Brook Experimental Forest: Chemistry of Streamwater – Monthly Fluxes, Watershed 9, 1995 - ongoing","Hubbard Brook Watershed Ecosystem Record (HBWatER).","1963 - 2022","DP; IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.11.19","Water Chemistry","2209","HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;environment;streams;flux;ecosystems;forests;watersheds;acid neutralizing capacity;aluminum;ammonium;calcium;chemistry;chloride;dissolved inorganic carbon;dissolved organic carbon;dissolved organic nitrogen;magnesium;nitrate;pH;phosphate;potassium;silica;sodium;streamflow;sulfate;total dissolved nitrogen;disturbance;fluorine;iron;hydrogen;manganese;specific conductivity;disturbance;inorganic nutrients;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.215.1","USFS Durham Lab water analysis method detection limit (MDL) limit of quantification (LOQ), 2010 - present","USDA Forest Service, Northern Research Station.","2010 - 2019","IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.215.1","Water Chemistry","2250","limit of quantification;method detection limit;USFS Durham Lab"
"knb-lter-hbr.138.11","Chemistry of freely-draining soil solutions at the Hubbard Brook Experimental Forest, Watershed 1, 1996 - present","Driscoll, C.T.","1996 - 2020","DP; IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.138.11","Water Chemistry","2301","inorganic nutrients;organic matter;disturbance patterns;ecosystems;forests;watersheds;aluminum;ammonium;calcium;carbon;chemistry;chloride;dissolved inorganic carbon;dissolved organic carbon;fluoride;lysimeters;magnesium;nitrate;nitrogen;potassium;silica;sodium;soil;soil horizons;soil water;sulfate;water;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;environment;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.139.3","Streamwater Ca, Sr and 87Sr/86Sr measurements on Watershed 1 at the Hubbard Brook Experimental Forest","Blum, J.","1997 - 2009","DP; IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.139.3","Water Chemistry","2301","calcium;ecosystems;forests;HBEF Watershed 1;HBR;Hubbard Brook LTER;isotopes;streamwater;strontium;watersheds;disturbance;inorganic nutrients"
"knb-lter-hbr.156.8","Longitudinal Stream Chemistry at the Hubbard Brook Experimental Forest, Watershed 1, 1991 - present","Driscoll, C.T.","1991 - 2020","IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.156.8","Water Chemistry","2301","inorganic nutrients;organic matter;disturbance patterns;ecosystems;forests;watersheds;aluminum;ammonium;calcium;carbon;chemistry;chloride;dissolved inorganic carbon;dissolved organic carbon;elevation;fluoride;magnesium;nitrate;nitrogen;pH;potassium;silica;sodium;streams;sulfate;water;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;Ecology, Ecosystems, & Environment;acid neutralizing capacity"
"knb-lter-hbr.170.2","Nitrate concentration and 15N signal of Streamwater and Precipitation from Archived Samples: Watershed 3","Bernal, S., L. Hedin, G. Likens, S. Gerber, and D. Buso.","1990 - 2007","DP; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.170.2","Water Chemistry","2303","HBEF Watershed 3;HBR;Hubbard Brook LTER;isotope;nitrate;stream;watershed;inorganic nutrients"
"knb-lter-hbr.179.2","Nitrate Isotopic Composition, Hubbard Brook Experimental Forest, Watershed 3, 2011","Goodale, C., S. Wexler, and P. Groffman.","2011 - 2011","DP; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.179.2","Water Chemistry","2303","15N;18O;catchments;denitrification;forests;groundwater;HBEF Watershed 3;HBR;Hubbard Brook LTER;hydrologic;isotopes;nitrification;nitrogen;precipitation;streamwater;inorganic nutrients"
"knb-lter-hbr.214.1","Hubbard Brook Experimental Forest: W3 Surface Water Sampling Sites – 2009-2010","Bailey, S. and K. McGuire.","2009 - 2010","DP; IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.214.1","Water Chemistry","2303","groundwater seeps;seeps;streamwater;streams;water;water chemistry;inorganic nutrients"
"knb-lter-hbr.223.1","Water isotope samples from Watershed 3 at Hubbard Brook Experimental Forest, 2006-2010","Campbell, J. and M. Green.","2006 - 2010","DP; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.223.1","Water Chemistry","2303","Hubbard Brook Experimental Forest;isotopes;water"
"knb-lter-hbr.317.3","Hubbard Brook Experimental Forest: Watershed 3 Subsurface Water Chemistry","Bailey, S.W., J.P. Gannon, K.J. McGuire, L.H. Pardo, and A.M. Pennino.","2009 - 2020","IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.317.3","Water Chemistry","2303","ecosystems;water;groundwater;water chemistry;soil water;lysimeter;soil solution chemistry;ions;forests;watersheds;inorganic nutrients;organic matter;seeps and springs;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;Ecology, Ecosystems, & Environment;environment"
"knb-lter-hbr.127.12","Longitudinal Stream Chemistry at the Hubbard Brook Experimental Forest, Watershed 6, 1982 - present","Driscoll, C.T.","1982 - 2020","IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.127.12","Water Chemistry","2306","inorganic nutrients;organic matter;disturbance patterns;ecosystems;forests;watersheds;aluminum;ammonium;calcium;carbon;chemistry;chloride;dissolved inorganic carbon;dissolved organic carbon;elevation;fluoride;magnesium;nitrate;nitrogen;pH;potassium;silica;sodium;streams;sulfate;water;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;Ecology, Ecosystems, & Environment;acid neutralizing capacity"
"knb-lter-hbr.167.2","Nitrate concentrations and 18O signal of Streamwater at the Hubbard Brook Experimental Forest, Watershed 6 2008","Bernal, S., L. Hedin, G. Likens, S. Gerber, and D. Buso.","2008 - 2008","DP; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.167.2","Water Chemistry","2306","HBEF Watershed 6;HBR;Hubbard Brook LTER;isotope;nitrate;stream;watershed;inorganic nutrients"
"knb-lter-hbr.62.18","Chemistry of freely-draining soil solutions at the Hubbard Brook Experimental Forest, Watershed 6, 1982 - present","Driscoll, C.T.","1984 - 2020","DP; IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.62.18","Water Chemistry","2306","inorganic nutrients;organic matter;disturbance patterns;ecosystems;forests;watersheds;aluminum;ammonium;calcium;carbon;chemistry;chloride;dissolved inorganic carbon;dissolved organic carbon;fluoride;lysimeters;magnesium;nitrate;nitrogen;potassium;silica;sodium;soil;soil horizons;soil water;sulfate;water;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;environment;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.166.2","Chemistry of Streamwater at the Hubbard Brook Experimental Forest, Valleywide Measurements, 2001","Likens, G. and D. Buso.","2001 - 2001","IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.166.2","Water Chemistry","2399","aluminum;ammonium;acid neutralizing capacity;calcium;chemistry;chloride;dissolved inorganic carbon;dissolved organic carbon;HBEF Valleywide Study;Hubbard Brook Experimental Forest;HBR;Hubbard Brook LTER;magnesium;nitrate;pH;phosphate;potassium;silica;sodium;specific conductance;stream;sulfate;temperature;watershed;inorganic nutrients"
"knb-lter-hbr.363.2","Hubbard Brook Experimental Forest: Watershed 3 – One year of resin-extracted solutes from variably saturated soils","Pennino, A.M., K.J. McGuire, B.D. Strahm, and S.W. Bailey.","2019 - 2020","IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.363.2","Water Chemistry","2500","inorganic nutrients;organic matter;ecosystems;water;groundwater;water chemistry;soil water;soil solution chemistry;ions;forests;watersheds;translocation;dissolved nutrients;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;HBES;HBEF;New Hampshire;NH;White Mountain National Forest"
"knb-lter-hbr.119.5","Sulfate isotopes in precipitation and streamwater, Hubbard Brook Experimental Forest, 1966 - 1994","Alewell, C., M. Mitchell, and G. Likens.","1966 - 1994","DP; IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.119.5","Water Chemistry","2600","chemistry;HBEF Watershed 5;HBEF Watershed 6;HBR;Hubbard Brook LTER;isotope;precipitation;sulfate;sulfur;stream;streamwater;inorganic nutrients"
"knb-lter-hbr.84.6","Hubbard Brook Experimental Forest: Chemistry of Mirror Lake water column 1967 - 2010","Likens, G.","1967 - 2010","IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.84.6","Water Chemistry","2800","acid neutralizing capacity;anc;ammonium;calcium;chemistry;chloride;DIC;dissolved inorganic carbon;dissolved oxygen;DO;HBEF Mirror Lake Study;HBR;Hubbard Brook LTER;lake;magnesium;nitrate;pH;phosphate;potassium;profile;silica;specific conductance;sodium;sulfate;temperature;water column;inorganic nutrients"
"knb-lter-hbr.85.6","Hubbard Brook Experimental Forest: Chemistry of Mirror Lake West Inlet streamwater 1967 - 2010","Likens, G.","1967 - 2010","IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.85.6","Water Chemistry","2800","ammonium;calcium;chemistry;chloride;HBEF Mirror Lake Study;HBR;Hubbard Brook LTER;lake;magnesium;nitrate;pH;phosphate;potassium;profile;silica;sodium;sulfate;inorganic nutrients"
"knb-lter-hbr.86.7","Hubbard Brook Experimental Forest: Chemistry of Mirror Lake outlet streamwater 1967 – 2021","Hubbard Brook Watershed Ecosystem Record (HBWatER).","1967 - 2021","IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.86.7","Water Chemistry","2800","inorganic nutrients;ecosystems;forests;watersheds;acid neutralizing capacity;ammonium;calcium;chemistry;chloride;dissolved inorganic carbon;dissolved oxygen;lakes;magnesium;nitrate;pH;phosphate;potassium;silica;sodium;sulfate;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;Ecology, Ecosystems, & Environment;anc;DIC;DO;HBEF Mirror Lake Study"
"knb-lter-hbr.87.6","Hubbard Brook Experimental Forest: Chemistry of Mirror Lake NE Inlet streamwater 1967 - 2010","Likens, G.","1967 - 2010","IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.87.6","Water Chemistry","2800","ammonium;calcium;chemistry;chloride;HBEF Mirror Lake Study;HBR;Hubbard Brook LTER;lake;magnesium;nitrate;pH;phosphate;potassium;profile;silica;sodium;sulfate;inorganic nutrients"
"knb-lter-hbr.88.6","Hubbard Brook Experimental Forest: Chemistry of Mirror Lake NW Inlet streamwater 1967 - 2010","Likens, G.","1967 - 2010","IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.88.6","Water Chemistry","2800","ammonium;calcium;chemistry;chloride;HBEF Mirror Lake Study;HBR;Hubbard Brook LTER;lake;magnesium;nitrate;pH;phosphate;potassium;profile;silica;sodium;sulfate;inorganic nutrients"
"knb-lter-hbr.320.1","Hubbard Brook Experimental Forest: Longitudinal surveys of stream nitrate concentrations, W1, W3, and W6, Summer 2015","Marinos, R.E.","2015 - 2015","DP; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.320.1","Water Chemistry","2850","inorganic nutrients;disturbance patterns;ecosystems;forests;watersheds;streams;nitrate;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;environment;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.209.1","Hubbard Brook Experimental Forest: Synoptic Surface Water Chemistry, 2015","Bailey, S., K. McGuire, D. Ross, and M. Green.","2015 - 2015","DP; IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.209.1","Water Chemistry","2900","groundwater seeps;seeps;streamwater;isotopes;organic matter;streams;water;water chemistry;inorganic nutrients;organic matter"
"knb-lter-hbr.25.6","Hubbard Brook Experimental Forest Throughfall Data, 1989-1992","Lovett, G.","1989 - 1992","DP; IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.25.6","Water Chemistry","2900","aluminum;ammonium;calcium;chemistry;chloride;forests;HBEF throughfall study;HBEF Watershed 5;HBEF Watershed 6;HBR;Hubbard Brook LTER;magnesium;nitrate;nutrient cycling;pH;phosphate;potassium;precipitation;rain;silica;sodium;sulfate;throughfall;total organic carbon;watershed;inorganic nutrients;organic matter"
"knb-lter-hbr.319.1","Hubbard Brook Experimental Forest: Stream sediment denitrification potential assays, Watershed 1 and Bear Brook","Marinos, R.E.","2015 - 2015","DP; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.319.1","Water Chemistry","2900","inorganic nutrients;disturbance patterns;ecosystems;forests;watersheds;streams;sediment;cores;denitrification;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;debris dam;environment;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.80.7","Soil solution chemistry measurements at the snow cover experiment, Hubbard Brook Experimental Forest, 1997-1999","Fitzhugh, R.","1997 - 1999","DP; IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.80.7","Water Chemistry","2900","chemistry;frost;HBEF Snow Removal Experiment;HBR;Hubbard Brook LTER;leachate;lysimeter;snow;soil;soil water;water;winter;disturbance;inorganic nutrients"
"knb-lter-hbr.255.1","Throughfall water volume and chemistry from the Ice Storm Experiment (ISE) at the Hubbard Brook Experimental Forest","Rustad, L., J. Campbell, and C. Driscoll.","2016 - 2017","DP; IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.255.1","Water Chemistry","2910","disturbance;Ecology, Ecosystems, & Environment;climatologyMeteorologyAtmosphere;ice damage;ice storm;Ice Storm Experiment;ISE;extreme weather events;HBR;LTER;HBEF;NH;Hubbard Brook Ecosystem Study;Hubbard Brook Experimental Forest;New Hampshire;Hubbard Brook;White Mountain National Forest;ice;storms;throughfall"
"knb-lter-hbr.270.1","Spray water volume and chemistry from the Ice Storm Experiment (ISE) at the Hubbard Brook Experimental Forest","Rustad, L., J. Campbell, and C. Driscoll.","2016 - 2017","DP; IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.270.1","Water Chemistry","2910","disturbance;Ecology, Ecosystems, & Environment;climatologyMeteorologyAtmosphere;ice damage;ice storm;Ice Storm Experiment;ISE;extreme weather events;HBR;LTER;HBEF;NH;Hubbard Brook Ecosystem Study;Hubbard Brook Experimental Forest;New Hampshire;Hubbard Brook;White Mountain National Forest;ice;storms"
"knb-lter-hbr.312.2","Lysimeter chemistry from the Ice Storm Experiment (ISE) at the Hubbard Brook Experimental Forest","Campbell, J.L., L.E. Rustad, and C.T. Driscoll.","2015 - 2020","DP; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.312.2","Water Chemistry","2910","ecosystems;forests;chloride;nitrate;sulfate;aluminum;calcium;potassium;magnesium;sodium;ammonium;phosphate;dissolved organic carbon;total dissolved nitrogen;dissolved organic nitrogen;chemistry;inorganic nutrients;soil solution chemistry;soil water;lysimeters;disturbance;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;ice damage,;ice storm;Ice Storm Experiment;ISE;extreme weather events;climatologyMeteorologyAtmosphere;Climate change;Climate change effects;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.275.1","Cone Pond, Thornton, NH water chemistry","Buso, D.C. and S.W. Bailey.","1988 - 2013","DP; IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.275.1","Water Chemistry","2920","ecosystems;ponds;water;ions;HBR;Hubbard Brook LTER;Hubbard Brook Ecosystem Study;HBES;New Hampshire;NH;White Mountain National Forest"
"knb-lter-hbr.361.3","Hubbard Brook Experimental Forest: Watershed 3 Lateral Weathering Pedon Descriptions","Bower, J.A., A.M. Pennino, S.W. Bailey, K.J. McGuire, and S.A. Duston.","2018 - 2020", ,"https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.361.3","Soils","3000","soil;subsoil;soil pedons;soil horizons;shallow well pits;ecosystems;forests;watersheds;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.362.1","Hubbard Brook Experimental Forest: Watershed 3 Lateral Weathering Soil Chemistry","Bower, J.A., A.M. Pennino, and K.J. McGuire.","2020 - 2021","IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.362.1","Soils","3000","inorganic nutrients;organic matter;soil;soil chemistry;soil ph;total nitrogen;ecosystems;forests;watersheds;subsoil;elemental digestion;citrate dithionite;ammonium oxalate;total carbon;exchangeable cations;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.364.1","Hubbard Brook Experimental Forest: Watershed 3 Saturated Hydraulic Conductivity","McGuire, K.J., S.W. Bailey, J. Gannon, and J.R. Benton.","2007 - 2019", ,"https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.364.1","Soils","3000","soil;soil water;forests;watersheds;seeps and springs;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;Ecology, Ecosystems, & Environment;environment"
"knb-lter-hbr.380.2","Hubbard Brook Experimental Forest: Soil type prediction raster files","Fraser, O.L., J.P. Gannon, S.W. Bailey, and K.J. McGuire.","1995 - 2024", ,"https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.380.2","Soils","3000","geographic information system;HBR;Hubbard Brook Ecosystem Study;Hubbard Brook Experimental Forest;Hubbard Brook LTER;White Mountain National Forest;GIS;ecosystems;soil;soil horizons;watersheds;spatial methods;forests;hydrology;groundwater;water table;models;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.176.3","Mass and Chemistry of Organic Horizons and Surface Mineral Soils on Watershed 1 at the Hubbard Brook Experimental Forest 1996-present","Johnson, C.E.","1996 - 2018","IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.176.3","Soils","3001","inorganic nutrients;organic matter;disturbance patterns;ecosystems;forests;watersheds;calcium;soil;soil organic matter;cations;soil horizons;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;base cations;trace minerals;Ecology, Ecosystems, & Environment;calcium;magnesium;manganese;copper;zinc;lead;aluminum;iron"
"knb-lter-hbr.301.1","Hubbard Brook Experimental Forest: Soil Profile Maps and Horizon Thicknesses on Watershed 5, 1983-1998","Johnson, A.H. and C.E. Johnson.","1983 - 1998","DP; OM; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.301.1","Soils","3005","ecosystems;forests;watersheds;soil;soil horizons;forest floor;soil samples;timber harvest;clearcutting;forest disturbance;disturbance;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.302.2","Physical and chemical properties of soils on Watershed 5 of Hubbard Brook Experimental Forest, before and after whole-tree harvest","Johnson, C.E.","1983 - 1998","DP; IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.302.2","Soils","3005","ecosystems;forests;watersheds;Soil;Soil horizons;Forest floor;soil samples;timber harvest;clearcutting;forest disturbance;disturbance;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.66.9","Quantitative Pit Soil Carbon and Nitrogen on Watershed 5 at the Hubbard Brook Expermental Forest, 1983-1998","Hamburg, S., C. Johnson, and M. Vadeboncoeur.","1983 - 1998","IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.66.9","Soils","3005","carbon;forests;watersheds;mineralization;soil carbon;HBEF Watershed 5;HBR;Hubbard Brook LTER;loss-on-ignition;nitrogen;soil;soil pits;disturbance;inorganic nutrients;organic matter"
"knb-lter-hbr.76.7","Forest Floor Mass, Organic Matter and Chemistry in Watershed 5 at the Hubbard Brook Experimental Forest, 1982 Pre-Harvest Collection","Johnson, C. and M. Arthur.","1982 - 1982","DP; OM; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.76.7","Soils","3005","forests;forest floor;HBEF Watershed 5;HBR;Hubbard Brook LTER;organic matter;soil;soil horizons;trace metals;watersheds;inorganic nutrients;disturbance"
"knb-lter-hbr.172.4","Mass and Chemistry of Organic Horizons and Surface Mineral Soils on Watershed 6 at the Hubbard Brook Experimental Forest, 1976 - present","Johnson, C.E.","1976 - 2018","DP; OM; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.172.4","Soils","3006","HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;base cations;trace minerals;climatologyMeteorologyAtmosphere;ecosystems;forests;watersheds;calcium;soil;soil organic matter;cations;soil horizons;carbon;nitrogen;inorganic nutrients;organic matter;disturbance patterns;Climate change;Climate change effects;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.251.1","Hubbard Brook Experimental Forest: Soil-atmosphere fluxes of carbon dioxide, nitrous oxide and methane on snow removal plots","Groffman, P.M. and L.D. Martel.","1997 - 2004","DP; IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.251.1","Soils","3100","ecosystems;forests;watersheds;carbon dioxide;gas flux;gases;methane;nitrous oxide;trace gases;disturbance;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;HBEF freeze plots;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.252.1","Measurements of microbial biomass and activity in two snow manipulation experiments at Hubbard Brook Experimental Forest 1998 – 2004","Groffman, P.M. and L.D. Martel.","1998 - 2004","DP; IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.252.1","Soils","3100","ecosystems;forests;watersheds;climate change;ammonim;carbon;denitrification;frost;microbes;microbial biomass;microbial activity;microbial nitrogen;mineralization;nitrate;nitrification;nitrogen;respiration;b;soil;pH;disturbance;inorganic nutrients;primary production;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;Ecology, Ecosystems, & Environment;biota"
"knb-lter-hbr.67.24","Long-term measurements of microbial biomass and activity at the Hubbard Brook Experimental Forest 1994 – ongoing","Groffman, P.M. and L.D. Martel.","1994 - 2023","DP; IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.67.24","Soils","3200","HBEF Bear Brook Watershed;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;HBEF Watershed 1;biota;ecosystems;forests;watersheds;primary production;ammonium;carbon;denitrification;microbes;microbial biomass;microbial activity;microbial nitrogen;mineralization;nitrate;nitrification;nitrogen;respiration;soil;ph;disturbance;inorganic nutrients;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.197.4","Hubbard Brook Experimental Forest: microbial biomass and activity at climate gradient plots, 2010-2012","Groffman, P., L. Martel, and J. Duran.","2010 - 2012","DP; IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.197.4","Soils","3220","climate gradient;Hubbard Brook LTER;ammonium;carbon;denitrification;microbes;microbial activity;microbial biomass;microbial nitrogen;mineralization;nitrate;nitrification;nitrogen;respiration;soil;inorganic nutrients;primary production;biota;Ecology;Ecology, Ecosystems, & Environment;Hydrology, watersheds, sedimentation;Soil"
